,apartment_number,Rooms,total_area,house_number,residents_number,owner_name
397,58,1.0,53.161505062311306,9,5,Соколов Тит Елизарович
398,28,2.0,46.94101714169621,3,0,Ладимир Бориславович Соловьев
399,31,2.0,46.26707194151922,6,1,Элеонора Станиславовна Рогова
400,52,2.0,68.11121152662892,4,5,Орлов Фотий Антипович
401,58,3.0,93.9056156738853,3,5,Татьяна Альбертовна Устинова
402,39,3.0,62.60274435918232,2,2,Милица Натановна Яковлева
403,11,3.0,62.84225035102021,8,1,Ксения Тарасовна Бирюкова
404,23,2.0,60.42465436312048,20,2,Евгения Анатольевна Мамонтова
405,3,1.0,41.27079389480479,1,3,Матвеев Ираклий Ярославович
406,26,2.0,48.27755852825196,4,2,Евгения Федоровна Шилова
407,44,1.0,31.94952842285973,6,3,Евлампий Арсеньевич Савельев
408,39,1.0,35.802254038565955,9,2,Феоктист Анисимович Юдин
409,11,2.0,46.43085242797601,2,5,Лукина Алина Андреевна
410,138,1.0,34.34004886259607,3,10,Колесников Емельян Андреевич
411,64,3.0,75.3890233618633,6,5,Туров Андрей Филатович
412,35,3.0,63.85140280939351,7,11,Степан Германович Кабанов
413,52,1.0,36.25049340421527,3,5,Роман Анисимович Якушев
414,44,3.0,77.76361158483809,9,1,Михайлов Гурий Якубович
415,48,1.0,41.17871395813016,23,10,Элеонора Кирилловна Комарова
416,1,1.0,37.66234594064293,8,1,Горбунова Кира Семеновна
417,85,3.0,53.53011316462711,8,7,Федосеев Мирослав Фролович
418,124,3.0,76.24820173102823,8,0,Маргарита Павловна Тетерина
419,83,3.0,68.16452723782754,12,4,Щукина Полина Егоровна
420,27,2.0,58.253908744927095,4,0,Алина Робертовна Кошелева
421,6,2.0,68.7081404827087,12,0,Тамара Семеновна Калашникова
422,183,1.0,37.77429723537266,8,10,Александров Константин Абрамович
423,53,1.0,39.07747586358204,6,3,Лукин Панкрат Анисимович
424,47,2.0,60.49761748725472,6,3,Климент Богданович Поляков
425,3,2.0,48.37994351763673,6,3,Козлова Нинель Даниловна
426,123,4.0,132.47470009154978,4,4,Святополк Игнатьевич Куликов
427,55,1.0,42.49912908286633,16,4,Шестаков Наум Эдгардович
428,29,2.0,38.345640403868885,8,2,Журавлев Дементий Архипович
429,6,1.0,41.86851703842829,7,0,Филарет Фадеевич Дроздов
430,100,3.0,62.54163180091846,4,0,Ия Николаевна Коновалова
431,3,1.0,25.761151334750853,4,3,Алина Рудольфовна Гусева
432,125,3.0,63.67682114907157,1,5,Кудряшова Елена Олеговна
433,74,2.0,44.85861310964567,4,5,Вера Анатольевна Яковлева
434,23,2.0,65.37208426984628,8,2,Анжелика Евгеньевна Казакова
435,74,1.0,52.91791885768195,6,2,Тамара Натановна Силина
436,157,3.0,54.289523399454175,7,5,Селиверстов Савватий Владиленович
437,21,1.0,40.80137619115492,9,4,Лыткина Анна Романовна
438,91,1.0,32.60373523147813,8,8,Евпраксия Эдуардовна Бирюкова
439,46,2.0,44.36905846799457,1,1,Анисимов Демьян Тарасович
440,151,1.0,37.53504985097624,2,10,Суханова Фёкла Архиповна
441,15,1.0,64.89496233808389,9,0,Киселева Юлия Болеславовна
442,9,1.0,40.57541193289682,24,11,Мамонтов Эммануил Викентьевич
443,52,3.0,84.5655302367349,4,5,тов. Быков Ермил Гавриилович
444,59,3.0,106.34924462668492,7,5,Нестеров Тимур Вячеславович
445,27,2.0,63.11058281162567,14,0,Осипова Иванна Александровна
446,69,2.0,64.51795009598224,6,9,Светозар Александрович Лазарев
447,1,1.0,42.76280611378013,12,1,Наумова Юлия Федоровна
448,27,3.0,56.57934954305745,24,0,Владлен Жанович Зиновьев
449,67,3.0,89.72012297092841,12,4,Лидия Львовна Галкина
450,94,1.0,36.04424322693426,2,6,Андрон Федотович Горбунов
451,125,3.0,65.67001094043832,6,5,Конон Адрианович Гущин
452,47,1.0,51.40754582280679,10,16,Аникита Даниилович Воронцов
453,96,1.0,42.4597187542314,4,4,Михей Эдуардович Фролов
454,33,2.0,61.47234991295648,14,10,Бобылева Вера Альбертовна
455,66,2.0,47.58326048540785,5,3,Степанов Эраст Игнатьевич
456,1,2.0,66.94578526718271,13,1,Ситников Мстислав Андреевич
457,57,2.0,61.69804838976252,11,4,Анжелика Ефимовна Александрова
458,23,1.0,34.41434076129505,4,0,Дементьев Спиридон Давидович
459,12,2.0,57.81701097668579,7,15,Волкова Маргарита Ильинична
460,101,3.0,84.98513635735254,11,5,Щербакова Екатерина Кузьминична
461,17,3.0,124.60125002941253,18,4,Якушева Антонина Георгиевна
462,92,3.0,77.46293170391935,22,5,Харлампий Валерьянович Баранов
463,109,1.0,43.97542967470856,16,6,Илья Феофанович Кононов
464,53,3.0,74.28012136497053,11,3,Бронислав Владиленович Ширяев
465,17,3.0,85.8874063194039,8,1,Носков Лазарь Димитриевич
466,27,2.0,60.97792160500655,8,1,Фомина Анжела Леоновна
467,41,3.0,75.09329627375534,16,1,Данилова Любовь Егоровна
468,28,3.0,76.20599771919277,18,0,Овчинников Савва Иосифович
469,77,2.0,54.17550163805866,8,16,Юлия Ждановна Королева
470,23,2.0,50.24069107291383,4,0,Русаков Казимир Эдгарович
471,7,2.0,56.32091110538483,18,3,Данила Димитриевич Тимофеев
472,44,2.0,45.67046934104685,5,1,Турова Маргарита Робертовна
473,24,2.0,53.607287380324166,6,3,Шубин Олег Филиппович
474,61,1.0,39.14642466543385,18,9,Нина Викторовна Алексеева
475,27,2.0,64.04969501273952,5,0,Мартынов Гаврила Демьянович
476,12,1.0,44.471648346853165,7,15,тов. Соболев Бажен Всеволодович
477,45,1.0,63.4195526440066,3,2,Панфилов Фока Богданович
478,62,1.0,37.49816105715501,21,0,Филиппов Галактион Давидович
479,9,3.0,81.12641283950109,5,4,Сидорова Олимпиада Семеновна
480,56,1.0,40.327011559606646,8,6,Аникей Андреевич Беляев
481,119,3.0,98.51469231642496,4,5,Игнатий Ефстафьевич Зуев
482,25,2.0,58.70567871928044,13,11,Королев Панфил Димитриевич
483,13,1.0,39.48721818935401,12,15,тов. Наумова Элеонора Даниловна
484,27,2.0,49.63360510567957,12,0,Эмилия Макаровна Смирнова
485,87,1.0,34.78904360534744,5,6,Модест Бориславович Субботин
486,61,3.0,52.50578046507572,8,9,Мамонтов Климент Всеволодович
487,13,2.0,61.265814014410736,10,15,Таисия Максимовна Кудряшова
488,27,1.0,38.15142210116833,24,0,Горбунова Дарья Харитоновна
489,128,1.0,39.347518816893775,2,8,Герман Бенедиктович Фролов
490,27,1.0,39.014060182845135,8,0,Титов Тарас Валерьянович
491,22,2.0,41.11239324524847,9,0,Наина Филипповна Горшкова
492,34,1.0,47.64848882551469,17,11,Анна Егоровна Власова
493,92,3.0,56.52249266662856,6,5,Мариан Анатольевич Уваров
494,9,2.0,68.05323252779432,9,4,Феврония Владимировна Фомичева
495,27,2.0,34.66578324396919,3,0,Петухов Владимир Архипович
496,74,3.0,134.23151760725554,4,6,г-н Николаев Софрон Антонович
497,23,3.0,79.00188190937794,7,2,Сократ Валентинович Юдин
498,6,1.0,59.816412306679936,24,0,Казаков Игорь Игоревич
499,46,2.0,43.84373339716026,4,1,Ираида Семеновна Жукова
500,41,4.0,64.7401509163743,4,0,Евпраксия Федоровна Фокина
501,27,1.0,26.553188376333495,25,0,Казаков Архип Ильясович
502,27,1.0,44.67589781472996,9,4,Титов Устин Измаилович
503,94,3.0,78.83088296571322,8,6,Серафим Ильясович Мартынов
504,99,2.0,47.304765674086,9,4,Артем Брониславович Крюков
505,126,4.0,79.1423668956054,5,0,Шарова Лидия Константиновна
506,23,1.0,105.43218062254128,3,0,Фокина Олимпиада Григорьевна
507,155,3.0,78.52075028559328,16,6,Дорофеева Лариса Ниловна
508,23,1.0,43.37157568747282,18,2,Артем Августович Павлов
509,29,2.0,47.14631417792204,4,2,Прохор Фёдорович Громов
510,138,2.0,57.26715347483898,5,10,Радим Филатович Корнилов
511,100,3.0,81.98056014762624,2,0,Андроник Ефремович Русаков
512,30,2.0,83.03310721670265,2,23,Сафонова Оксана Леонидовна
513,29,1.0,36.74672849253227,8,0,Феофан Трофимович Елисеев
514,27,2.0,47.50650628108706,8,1,Радован Вячеславович Бобылев
515,128,1.0,40.81115291786865,15,8,Олег Устинович Моисеев
516,53,3.0,60.18497253984886,7,11,Костин Онуфрий Эдгарович
517,27,1.0,40.75759182957332,10,1,Веселов Симон Владленович
518,5,1.0,43.93458016980312,7,5,Зуева Иванна Вячеславовна
519,45,2.0,78.2305777803295,15,2,Наум Артёмович Авдеев
520,53,2.0,54.402000048852805,1,10,Якушев Сильвестр Зиновьевич
521,108,2.0,59.5625939584944,5,1,Станимир Германович Меркушев
522,23,2.0,55.86962475037349,3,0,Яковлев Лазарь Артурович
523,27,2.0,43.10068945283744,5,1,Беляева Нинель Романовна
524,27,1.0,47.69414316898701,13,0,Фаина Михайловна Аксенова
525,61,3.0,52.94042298135378,3,9,Юдин Василий Ефимьевич
526,3,1.0,38.467964512739485,12,3,Ананий Дорофеевич Хохлов
527,56,1.0,53.73367651648384,24,6,Артемий Трофимович Крюков
528,57,3.0,81.32299030479821,13,4,Горбунов Ипатий Ефимович
529,52,2.0,61.854475552113286,5,5,Крюков Осип Давидович
530,164,1.0,30.9451769203912,6,6,Панова Полина Анатольевна
531,58,1.0,34.60286092106148,10,2,Будимир Анисимович Бирюков
532,105,1.0,35.807067591940765,7,2,Демьян Тихонович Гусев
533,89,2.0,40.23247130858349,9,4,Каллистрат Денисович Маслов
534,27,1.0,43.04945440158849,12,0,Филимон Гавриилович Носков
535,1,1.0,41.01728075661456,11,1,Лыткин Осип Власович
